# product-capability-coverage-version: 1
# source-snapshot: 130cdc24bb493349d9b3f3c531198b7bb5fec3df
# source-tree-sha256: 721e0b9538fb8225f8c773b904b1e98c388ea3e518ad818e9ce3e5f0d8dde3ce
# source-tree-digest-algorithm: sha256(git ls-tree -r --full-tree source-snapshot)
# digest-algorithm: sha256(raw bytes of evidence_locator at source-snapshot)
# dispositions: adopted adapted rejected irrelevant
# expected-feature-count: 112
feature_id	capability_key	description	disposition	requirement	acceptance	decision	evidence_locator	evidence_sha256	rationale
CAP-075	exclusive_multiclient_input	Multiple viewers can attach while one explicit revisioned lease owns input and resize.	adapted	PRD-LIF-001	ACP-LIF-001	ADR-059	src/core/pty-manager.ts	bb0690c26ef66658b48a37e5d7c93cf4d4d1169b1cfe66421739d1f8508ae2c8	The source allows every co-attached client to write and explicitly permits concurrent writers to interleave; Turn replaces that with one revisioned input and resize lease while retaining multiple viewers.
CAP-076	scoped_usage_activity	Usage, reset windows and recent account activity are projected per exact provider profile and target.	adopted	PRD-SCL-010	ACP-SCL-010	ADR-064	src/core/agent-status-mirror.ts	831163ef34e04ac96a7de638dea7bf96d9a3d60697a93e853bdc94a867182ea7	The source mirror combines per-account usage windows with a bounded activity inbox; Turn adopts a profile- and target-scoped projection with independent freshness and coverage.
CAP-077	bounded_upload_download	File upload and download use reviewed target-bound tickets, confinement and bounded transfer state.	adapted	PRD-RUN-015	ACP-RUN-015	ADR-066	src/core/fs-handlers.ts	82d84181f5c4960257e130145f0d49041ba546519f22b962cd4819bbad7dbe65	The source provides capped staging uploads and shell-specific one-use downloads but no single dual-endpoint transfer contract; Turn adapts them to reviewed expiring tickets with endpoint generations, hash, chunk and expiry fences plus atomic create-new reconciliation.
CAP-078	signed_update_lifecycle	Application updates are discovered, staged and applied through an explicit platform-aware lifecycle.	adapted	PRD-CRE-010	ACP-CRE-010	ADR-066	src/main/updater.ts	f2b459fd4bbce9e9a17a3e9d117c7b716e1865a10c732a302ffec8f5b7075c58	The source automatically downloads updates and installs them on application quit; Turn adapts this to separately signed manifest and package domains with explicit foreground apply, anti-rollback, reconciliation and rollback.
CAP-079	in_app_announcements	Bounded product announcements are shown without masquerading as operational Attention.	adopted	PRD-VIE-013	ACP-VIE-013	ADR-066	src/renderer/components/AnnouncementBanner.tsx	e79a832109b1da671fdf25073ff3fa5b116bc60e28fbde68b9f72183d9c89ae0	The source supplies dismissible product-banner and feed interaction; Turn adopts it while adding an independent signed announcement domain, inert content and reviewed links separate from StatusEvent and Attention.
CAP-080	visual_mascot_system	Decorative mascot, pet and game representation beyond canonical operational state and Attention.	irrelevant	PRD-SAF-014	ACP-SAF-014	ADR-065	src/renderer/nodes/DinoNode.tsx	9475118350585a52908fcc9e73b91c62d1404d5bdae3c437fd7037f851b491be	Turn excludes only redundant mascot, pet and game presentation; source mascot and brand-pulse animation may reflect working or done as a supporting projection, while canonical operational state and Attention remain owned by CAP-046, CAP-049 and CAP-093.
CAP-081	terminal_search	The active terminal or text surface supports bounded find navigation without consuming terminal input.	adopted	PRD-RUN-004	ACP-RUN-004	ADR-059	src/renderer/terminal/useTerminalSearch.ts	9f9aa17d977f81e78bc4e408183a96b6021523fae712036bd7edf33111b1c9ba	The source provides forward, backward and wrapping search over a terminal and transcript snapshot without terminal input; Turn adopts the interaction and adds exact source revision, scan and match budgets.
CAP-082	markdown_projection	Terminal, note and editor content can switch to a sanitised markdown projection without changing source data.	adopted	PRD-RUN-016	ACP-RUN-016	ADR-066	src/renderer/lib/markdown.ts	771ff7b42eb240c009e6def7b8f092be4d266d251591df80a1be264380050870	The source supplies a DOM-sanitised Markdown projection without mutating source content; Turn adopts it while pinning source revision, blocking network and local-image fetches and opening links only through a separate reviewed Browser operation.
CAP-083	board_activity_log	Board mutations and comments expose an ordered activity history tied to canonical work identities.	adopted	PRD-VIE-014	ACP-VIE-014	ADR-066	src/core/board-log.ts	1480aa80e2e37bd24f55668ec1bce0e949adde51be756858cf2e62f1db0a7fd7	The source supplies an append-only bounded BoardLog of comments and events; Turn adopts that history as a canonical WorkItem provenance stream with deterministic revisions, pagination and echo deduplication.
CAP-084	terminal_appearance_accessibility	Terminal font, theme, contrast, zoom and preview settings preserve readable keyboard-operable output.	adopted	PRD-SCL-004	ACP-SCL-004	ADR-061	src/renderer/components/settings/TerminalPreview.tsx	5fc1463e5ecdf2bb5f537668c51d03a54b212da729c933252301b5a9fb3d7c53	Appearance controls are retained within the accessibility contract and cannot obscure semantic status.
CAP-085	automatic_hierarchy_arrangement	Top-level work in the active work surface can be compacted into a non-overlapping grid through one layout action.	adapted	PRD-HIE-010	ACP-HIE-010	ADR-065	src/renderer/canvas/Canvas.tsx	dface13fc8e706bac0ca42ef9fc43d0fb05a4fffdbe808c48598221eaa66944c	Turn continuously derives the canonical tree row layout, eliminating a cleanup action while preserving logical order and avoiding a second spatial authority.
CAP-086	commercial_licensing_and_entitlements	Commercial licence activation, subscription upgrade, paid-seat enforcement and entitlement gating.	irrelevant	PRD-SAF-016	ACP-SAF-016	ADR-067	src/renderer/components/settings/sections/LicenseSection.tsx	73677e3b0c2301425f554ff024dd897f9dc84c5fe9d60bf782616da673979a8c	Turn excludes monetisation and entitlement gates because they do not contribute to operator control; they cannot affect feature availability, authority or telemetry.
CAP-087	operator_diagnostics_log	A bounded local diagnostic log can be viewed, filtered, copied and explicitly cleared.	adapted	PRD-SCL-011	ACP-SCL-011	ADR-067	src/renderer/components/LogPanel.tsx	013b8bd0c2bafa37fcaa188ea1264e0786391f576af63994ab5a96d49f0e8747	Turn retains operator-visible diagnostics while adding structured redaction, explicit coverage/freshness and durable deletion fences to the existing bounded buffer and clear action.
CAP-088	settings_navigation_search_and_reset	Settings are grouped, searchable, directly addressable and resettable by section.	adapted	PRD-SCL-012	ACP-SCL-012	ADR-067	src/renderer/components/settings/SettingsPage.tsx	b7f2f43acf08cf90351f70c3dd2c079a7588f9d60456a4270e814061b802f7a6	Turn adapts the single settings surface to the Global, Workspace, Template, Session and Temporary hierarchy with stable deep links, effective-source labels and revision-fenced per-section reset.
CAP-089	reviewed_bug_report_draft	Operator-visible diagnostics can seed an editable bug-report draft whose external issue link is opened only after review.	adapted	PRD-SCL-013	ACP-SCL-013	ADR-067	src/renderer/components/BugReportDialog.tsx	244f39adcf1a61526095c71774c57bfc263f72f9f66c27443b6e5edecf669335	Turn retains report preparation as a capability independent from log viewing, while adding an exact inclusion/redaction manifest and a separate foreground export or link-open action.
CAP-090	ephemeral_collaborator_chat	Collaborators can exchange short cursor-scoped ephemeral text without creating durable context, Attention, input or control authority.	adapted	PRD-SAF-017	ACP-SAF-017	ADR-067	src/renderer/components/PresenceLayer.tsx	f7e94450623b3b0d6a54f6a8dbb3406c7a39224e3e448e6528dd11463c42c525	Turn keeps fast co-presence chat distinct from agent messaging and durable handoff, while adding exact scope/revision, expiry, redaction, rate and retract semantics with no operational authority.
CAP-091	image_and_pdf_document_view	Local or remote images and PDF documents open in a revision-pinned view with page, zoom, search and print controls.	adapted	PRD-RUN-017	ACP-RUN-017	ADR-067	src/renderer/nodes/EditorNode.tsx	1355ddf8f44686c0123ad8f0e50687c2d0e58331a0b6ef81801229edbf8730bc	Turn separates non-text document viewing from the editor and Media playback, using bounded revocable blobs, isolated decoding and exact source revisions without granting content authority.
CAP-092	reviewed_terminal_clipboard	Terminal copy, paste and path drop reach the local clipboard or PTY only through bounded operator gestures; terminal-controlled clipboard escape sequences are denied.	adapted	PRD-RUN-018	ACP-RUN-018	ADR-067	src/renderer/nodes/TerminalNode.tsx	0001a2a4556a81b054e7ba024c413b45b0e7008bef43c09991a0dec57426bdcc	The source accepts write-only terminal clipboard escape payloads; Turn adapts copy/paste/drop into typed gesture-bound operations and denies both clipboard read and write escape directions.
CAP-093	distinct_attention_sound_cues	Optional configurable sound cues distinguish completed turns from work that needs the operator.	adopted	PRD-ATT-013	ACP-ATT-013	ADR-067	src/renderer/lib/sfx.ts	7aff35b117a09d9a3f4b6f4ecfe8e634f12f09b94b3c4de8fa5081f83976de96	Distinct non-blocking cues improve high-volume attention routing while remaining optional, rate-limited and supplementary to accessible visual state.
CAP-094	guided_first_run_setup	A resumable guided tour discovers capabilities and leads provider authentication, consent and remote-trust setup without blocking terminal work.	adapted	PRD-CRE-007	ACP-CRE-007	ADR-061	src/renderer/components/onboarding/OnboardingFlow.tsx	132741ad4a93667e268958e6645bce26a1714fbdac94a8327c9627bd3726d7cd	Turn retains progressive setup while binding every authentication, notification, microphone and remote-trust step to explicit capability discovery, consent and recoverable skip/cancel semantics.
CAP-095	safe_bulk_idle_restart	One reviewed operation can restart and resume a bounded set of eligible idle agents while excluding active, blocked, background or unresumable work.	adapted	PRD-LIF-010	ACP-LIF-010	ADR-067	src/renderer/canvas/Canvas.tsx	dface13fc8e706bac0ca42ef9fc43d0fb05a4fffdbe808c48598221eaa66944c	Turn preserves high-volume recovery ergonomics but adds a revision-pinned candidate preview, per-instance sequential receipts, idempotent retry and an exact skipped/failed/restarted summary.
CAP-096	reviewed_agent_browser_control	An agent can navigate and interact with only the isolated Browser nodes it created under a reviewed Workspace capability.	adapted	PRD-ADP-014	ACP-ADP-014	ADR-067	src/shared/project-capabilities.ts	84a9ce54febe9ee6fc665613f81cbe8e9690866898f6a66000c0ec5db9eb7fa3	Turn preserves bounded agent-driven browser work while replacing inherited repository flags with explicit local adoption, exact instance/attempt ownership, typed receipts and visible stop/revoke controls.
CAP-097	eco_agent_hibernation	Eligible idle off-screen agent runtimes can hibernate and later resume automatically under an opt-in conservative policy.	adapted	PRD-LIF-011	ACP-LIF-011	ADR-067	src/renderer/terminal/hibernation-policy.ts	15bb1c0079a12f9798e66ef52215ca88338412c7e0f80350a80e563e3464ef83	Turn adapts automatic resource saving to exact activity and resumability evidence, excludes any runtime with uncertain or live work, preserves durable continuity and wakes without an operator interaction or Attention loss.
CAP-098	anonymous_product_telemetry	Anonymous product install-count and event telemetry sent to a product-operated endpoint.	rejected	PRD-SAF-018	ACP-SAF-018	ADR-067	src/main/telemetry.ts	cc1d3be2786d96c8a01e7db77ff2be247cfce79ca20d70b09e908acd8d51624f	Turn rejects product telemetry, stable analytics identifiers and install-count reporting; narrowly purpose-bound update checks may fetch signed update metadata without identity, analytics payload or cross-purpose reuse.
CAP-099	companion_started_agent_registration	A Companion-started terminal or agent session can consume host launch settings and register a bounded Node in an existing project.	adapted	PRD-CRE-011	ACP-CRE-011	ADR-067	src/core/project-node-append.ts	1affbdb54ac23e43e2d67b04af8e155c9c66e28ed89744e074d5100dd2ea7416	The frozen source proves only host launch-setting publication and registration of an already-started session; the Companion-side launch effect lives outside this snapshot. Turn adapts that handoff to a reviewed grant/template, preassigned identities and one idempotent receipt without claiming source evidence of launch.
CAP-100	corrupt_workspace_preservation	Unreadable workspace/project state is quarantined byte-for-byte before an empty/default state can be loaded or saved.	adapted	PRD-SAF-019	ACP-SAF-019	ADR-067	src/core/workspace-store.ts	63d626da5597c03a43b8e2d8bfe6d6d9dcd045469840905e7d47b1011ccf2d9e	Turn preserves the source's corrupt-file sidelining but requires exact hash-addressed quarantine, crash-safe no-overwrite ordering and one honest recovery route; corrupt data is never silently presented as a successful empty load or deleted.
CAP-101	advanced_repository_operations	Repositories expose typed branch, history-rewrite, stash, revert, merge and initialization operations without raw Git arguments.	adapted	PRD-RUN-019	ACP-RUN-019	ADR-067	src/core/git-service.ts	d455827936744fbeedeb5f6a98f17918eeb4be932adb9c8fbaf965a830e65fec	Turn preserves the advanced source-control verbs but adds exact repository/ref revisions, non-primary-worktree containment, consequence review for destructive or rewriting actions and durable subphase reconciliation instead of direct raw command dispatch.
CAP-102	external_workspace_change_reconciliation	Externally observed workspace/project changes are surfaced and reconciled without silently overwriting dirty local presentation state.	adapted	PRD-SAF-020	ACP-SAF-020	ADR-067	src/core/workspace-watcher.ts	f63cee4ccad355371ed600728c1af0a18590ca0341a2db8c18cef78c499c3437	Turn replaces parallel filesystem authority over its internal store with daemon single-writer revisioned StateStream mutations; authenticated peer changes merge additively, self-echoes deduplicate and hostile filesystem edits quarantine rather than erase live Sessions or runtimes.
CAP-103	browser_memory_saver	Eligible hidden Browser renderers can be visibly discarded and automatically rehydrated without losing canonical Node identity or bypassing navigation policy.	adapted	PRD-RUN-020	ACP-RUN-020	ADR-067	src/renderer/nodes/browser-discard-policy.ts	dacaef8f54230f4466e464bc56cda6f8bdf6b998ef8509f105eb3440026bd97e	Turn preserves the source's opt-in five-minute hidden-renderer reclamation and loading, audible and agent-control exclusions, while adding exact revision/safety suppressors, visible loss truth, reviewed public-navigation revalidation, idempotent automatic rehydration and bounded crash/resource proof without ambient credentials or implicit localhost/local-file access.
CAP-104	safe_control_visibility_customization	Operators may hide selected non-critical controls without hiding safety, recovery or keyboard-operable palette access.	adapted	PRD-VIE-015	ACP-VIE-015	ADR-067	src/renderer/lib/ui-visibility.ts	9d4d4422e3a1d8424466ca3dcad325cb1a58207e11507af067c27e6cb8473790	Turn preserves the source's closed hideable-control inventory and fail-visible unknown ids, while requiring Attention, recovery, destructive and Delete/Restart/Search/Close controls to remain visible and every hidden action to remain in a completely keyboard-operable command palette without requiring its own global shortcut.
CAP-105	pty_capacity_pressure_and_remediation	ExecutionTarget PTY capacity is measured, warned and safely remediated before terminal creation reaches the system wall.	adapted	PRD-RUN-021	ACP-RUN-021	ADR-067	src/core/pty-pressure.ts	6cf0baf3efe27332c95c94d5338c7eaae6ef252c82ba21c90afc1cf1df3d7c7b	Turn preserves the source's 80% warning and safe-headroom critical band where used is at least ceiling minus required headroom, before literal exhaustion, plus visible recovery guidance; it requires exact target/freshness truth, pre-refusal Attention, no silent process kill and a reviewed durable reconcileable rollback-capable privileged mutation—or explicit rejection of auto-elevation where that proof is unavailable.
CAP-106	shared_provider_runtime_endpoint_identity	Many agent Nodes share one provider runtime endpoint while retaining stable signed per-instance thread identity and explicit fallback.	adapted	PRD-ADP-010	ACP-ADP-010	ADR-063	docs/codex-shared-identity.md	bc2c4b35de302c33ccd5febeabb4e4992b42336d79b4a37518862c9ae32de1f2	Turn preserves the source's restart-stable signed Codex thread binding and explicit degradation, generalises it to provider RuntimeEndpoints and deliberately keeps provider-account scope outside this identity; absence of account metadata never becomes a CAP-032 profile claim.
CAP-107	offscreen_terminal_parking_and_automatic_reattach	Off-screen terminal viewers and PTY clients may be parked without ending durable work and reattach automatically on return.	adapted	PRD-RUN-022	ACP-RUN-022	ADR-067	src/renderer/terminal/offscreen-policy.ts	29b2a0e821a4c3bdbbf99254011d917317322c3150d18ce22e9d5e600d1227b8	Turn preserves ten-minute off-screen viewer reclamation, bounded LRU parking and zero-PTY tmux control clients only behind exact durable-work survival, watcher, input and Attention proof; plain-shell or uncertain work is protected, resource release is truthful, and selection reattaches automatically without a Start pane or respawned painter.
CAP-108	automatic_detached_session_reaping	Automatic killing of sufficiently idle detached durable sessions when detached-count, memory, swap, PSI or PTY pressure crosses a configured limit.	rejected	PRD-SAF-021	ACP-SAF-021	ADR-067	src/core/session-budget.ts	939a4daa0f9bd0ef997726c5ef91eff84f49511594dbcccf4fdf07f02639e8a2	Turn rejects the source's pressure- or cap-triggered tmux session kill policy: age and silence are eligibility inputs, not independent triggers; measurement may raise Attention and reclaim proved reconstructible viewers/clients, while ending durable work remains an exact foreground reviewed lifecycle operation or the separately explicit conservative Eco contract.
CAP-109	dependency_gated_agent_flows	Downstream agent work starts once immutable typed dependency results satisfy an idempotent readiness policy.	adapted	PRD-FLW-003	ACP-FLW-003	ADR-061	src/renderer/lib/pendingLaunch.ts	ecdc45bb5f6bdd233f7c168803e6dfbf6342ec8b73fb7f456ddfe9c2e0cde7d1	Turn preserves source --after graph creation, persisted armed launch, visible dependency edges and automatic start, but replaces idle/done guesses, deleted-as-success and manual run-now escape with typed immutable DependencyResult evidence and a durable idempotent StepStartPolicy receipt.
CAP-110	private_cross_conversation_transcript_search	Private bounded full-text search spans authorised profiled conversation bodies and opens the canonical result view without resuming work.	adapted	PRD-OBS-012	ACP-OBS-012	ADR-067	src/core/transcript-index-core.ts	b002a48a45446dbc10523c6f1297c4cd1e3b304021a5883037fb43d1d24aafb5	Turn adapts the source's local persisted transcript-body index to explicit opt-in, mandatory AccountProfile/target/conversation/revision scope, bounded redacted indexing and query, freshness/coverage/gap truth and deletion/rebuild proof; endpoint_unscoped body search is unsupported, and selecting a hit opens its canonical ViewTarget without resume or input.
CAP-111	nonblocking_session_end_delete	Session End/Delete completes navigation atomically while uncertain survivors move to bounded recovery inventories instead of vetoing closure.	adapted	PRD-VIE-008	ACP-VIE-008	ADR-059	src/renderer/lib/sessionKill.ts	ba79b26bda6ce289695029bff2da13b446cab1dcb44d74ab233b73bd3b802bea	Turn replaces source surface-specific and remote-incomplete kill routing with the nonblocking container-close transaction of PRD-VIE-008 and PRD-LIF-006: exact owned effects are attempted once, uncertain live work is retained in recovery inventory, and no save or cleanup failure demands a second user action or resurrects the row.
CAP-112	typed_single_runtime_lifecycle_controls	Recycle, foreground terminate, kill, restart and resume are distinct typed operations over one exact runtime attempt.	adapted	PRD-LIF-002	ACP-LIF-002	ADR-059	src/core/pty-manager.ts	bb0690c26ef66658b48a37e5d7c93cf4d4d1169b1cfe66421739d1f8508ae2c8	Turn preserves the source's distinct recycle, subscriber detach/kill and foreground-process termination paths while binding restart/resume/terminate/kill to exact instance, attempt, runtime handle, generation, authority and idempotent receipt; none substitutes Session End/Delete or generic terminal fidelity.
