# product-capability-source-mapping-version: 1
# source-snapshot: 130cdc24bb493349d9b3f3c531198b7bb5fec3df
# expected-candidate-count: 1386
# expected-mapping-count: 2188
# resolutions: mapped supporting
# mapping-bases: ledger_evidence closed_registry manual_source_audit supporting_module_audit
mapping_id	candidate_id	resolution	feature_id	feature_disposition	mapping_basis	candidate_rationale
MAP-0270	CEN-0141	supporting	CAP-055	adapted	supporting_module_audit	src/core/speech/register-ipc.ts is an audited supporting source module for CAP-055 (local_voice_capture) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0271	CEN-0141	supporting	CAP-057	adopted	supporting_module_audit	src/core/speech/register-ipc.ts is an audited supporting source module for CAP-057 (local_speech_model_lifecycle) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0272	CEN-0142	mapped	CAP-055	adapted	ledger_evidence	src/core/speech/speech-service.ts is the frozen ledger evidence anchor for CAP-055 (local_voice_capture); normalized mappings record other responsibilities separately.
MAP-0273	CEN-0143	mapped	CAP-057	adopted	ledger_evidence	src/core/speech/whisper-models.ts is the frozen ledger evidence anchor for CAP-057 (local_speech_model_lifecycle); normalized mappings record other responsibilities separately.
MAP-0274	CEN-0144	mapped	CAP-028	adapted	ledger_evidence	src/core/subagent-tail.ts is the frozen ledger evidence anchor for CAP-028 (recursive_subagent_topology); normalized mappings record other responsibilities separately.
MAP-0275	CEN-0145	mapped	CAP-107	adapted	manual_source_audit	src/core/tmux-control-client.ts directly evidences a zero-PTY exact-session control client with newline-safe input, ordered replies, bounded pending bytes and failure teardown for CAP-107 (offscreen_terminal_parking_and_automatic_reattach).
MAP-0276	CEN-0146	mapped	CAP-107	adapted	manual_source_audit	src/core/tmux-control.ts directly evidences byte-exact tmux control-mode output decoding and hex-encoded single-line input for CAP-107 (offscreen_terminal_parking_and_automatic_reattach).
MAP-0277	CEN-0147	supporting	CAP-005	adopted	supporting_module_audit	src/core/tmux-hint.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0278	CEN-0147	supporting	CAP-075	adapted	supporting_module_audit	src/core/tmux-hint.ts is an audited supporting source module for CAP-075 (exclusive_multiclient_input) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0279	CEN-0148	supporting	CAP-005	adopted	supporting_module_audit	src/core/tmux-naming.ts is an audited supporting source module for CAP-005 (generic_terminal_fidelity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0280	CEN-0148	supporting	CAP-022	adapted	supporting_module_audit	src/core/tmux-naming.ts is an audited supporting source module for CAP-022 (safe_automatic_titles) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0281	CEN-0148	supporting	CAP-044	adopted	supporting_module_audit	src/core/tmux-naming.ts is an audited supporting source module for CAP-044 (conversation_title_read_rename) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0282	CEN-0148	supporting	CAP-075	adapted	supporting_module_audit	src/core/tmux-naming.ts is an audited supporting source module for CAP-075 (exclusive_multiclient_input) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0283	CEN-0149	supporting	CAP-035	adapted	supporting_module_audit	src/core/transcript-index-core.ts supports the metadata-only ScanFile and refresh-plan vocabulary used by the internal source inventory for CAP-035 (provider_conversation_inventory) with no independent capability beyond its primary evidence and closed registry surfaces.
MAP-0284	CEN-0149	mapped	CAP-110	adapted	ledger_evidence	src/core/transcript-index-core.ts is the frozen ledger evidence anchor for CAP-110 (private_cross_conversation_transcript_search); it extracts, bounds, ranks and snippets transcript bodies across conversations.
MAP-0285	CEN-0150	mapped	CAP-035	adapted	ledger_evidence	src/core/transcript-index.ts is the frozen ledger evidence anchor for CAP-035 (provider_conversation_inventory); its scanTranscripts phase inventories session id, file path and modification time before body reads, while Turn adds explicit provider, AccountProfile, target and cursor scope.
MAP-0286	CEN-0150	mapped	CAP-110	adapted	manual_source_audit	src/core/transcript-index.ts directly evidences persisted incremental local body indexing and cross-conversation search, whose source account attribution is insufficient for CAP-110 (private_cross_conversation_transcript_search).
MAP-0287	CEN-0151	supporting	CAP-006	adopted	supporting_module_audit	src/core/transcript-ipc.ts supports correct per-session transcript resolution and rendering in a semantic agent view for CAP-006 (semantic_agent_views) with no independent capability beyond its primary evidence and closed registry surfaces.
MAP-0288	CEN-0152	supporting	CAP-006	adopted	supporting_module_audit	src/core/transcript-reader.ts supports correct per-session transcript resolution and rendering in a semantic agent view for CAP-006 (semantic_agent_views) with no independent capability beyond its primary evidence and closed registry surfaces.
MAP-0289	CEN-0153	supporting	CAP-001	adapted	supporting_module_audit	src/core/ui-sink-registry.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0290	CEN-0154	supporting	CAP-069	adopted	supporting_module_audit	src/core/uploads.ts is an audited supporting source module for CAP-069 (target_file_explorer) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0291	CEN-0154	supporting	CAP-077	adapted	supporting_module_audit	src/core/uploads.ts is an audited supporting source module for CAP-077 (bounded_upload_download) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0292	CEN-0155	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/claude-usage-map.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0293	CEN-0155	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/claude-usage-map.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0294	CEN-0156	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/codex-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0295	CEN-0156	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/codex-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0296	CEN-0157	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/gemini-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0297	CEN-0157	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/gemini-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0298	CEN-0158	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/grok-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0299	CEN-0158	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/grok-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0300	CEN-0159	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/kimi-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0301	CEN-0159	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/kimi-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0302	CEN-0160	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/minimax-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0303	CEN-0160	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/minimax-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0304	CEN-0161	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/opencode-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0305	CEN-0161	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/opencode-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0306	CEN-0162	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/provider-cookie.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0307	CEN-0162	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/provider-cookie.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0308	CEN-0163	supporting	CAP-031	adapted	supporting_module_audit	src/core/usage/remote-claude-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0309	CEN-0163	supporting	CAP-076	adopted	supporting_module_audit	src/core/usage/remote-claude-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0310	CEN-0164	mapped	CAP-031	adapted	ledger_evidence	src/core/usage/usage-service.ts is the frozen ledger evidence anchor for CAP-031 (account_quota_connectors); normalized mappings record other responsibilities separately.
MAP-0311	CEN-0165	mapped	CAP-096	adapted	manual_source_audit	src/core/workspace-files.ts directly implements audited consent, ownership, isolated Browser control or visible revocation for CAP-096 (reviewed_agent_browser_control).
MAP-0312	CEN-0165	supporting	CAP-100	adapted	supporting_module_audit	src/core/workspace-files.ts is an audited supporting source module for CAP-100 (corrupt_workspace_preservation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0313	CEN-0166	mapped	CAP-017	adopted	ledger_evidence	src/core/workspace-store.ts is the frozen ledger evidence anchor for CAP-017 (persisted_workspace_layout); normalized mappings record other responsibilities separately.
MAP-0314	CEN-0166	mapped	CAP-099	adapted	manual_source_audit	src/core/workspace-store.ts directly evidences revision-safe persistence and reconciliation of a Node registration for an already-started Companion session for CAP-099 (companion_started_agent_registration).
MAP-0315	CEN-0166	mapped	CAP-100	adapted	ledger_evidence	src/core/workspace-store.ts is the frozen ledger evidence anchor for CAP-100 (corrupt_workspace_preservation); normalized mappings record other responsibilities separately.
MAP-0316	CEN-0167	supporting	CAP-017	adopted	supporting_module_audit	src/core/workspace-watcher.ts is an audited supporting source module for CAP-017 (persisted_workspace_layout) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0317	CEN-0167	mapped	CAP-102	adapted	ledger_evidence	src/core/workspace-watcher.ts is the frozen ledger evidence anchor for CAP-102 (external_workspace_change_reconciliation); normalized mappings record other responsibilities separately.
MAP-0318	CEN-0168	supporting	CAP-040	adapted	supporting_module_audit	src/main/agent-messaging.ts is an audited supporting source module for CAP-040 (asynchronous_agent_messages) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0319	CEN-0168	supporting	CAP-097	adapted	supporting_module_audit	src/main/agent-messaging.ts is an audited supporting source module for CAP-097 (eco_agent_hibernation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0320	CEN-0169	mapped	CAP-012	adopted	manual_source_audit	src/main/browser-guest-registry.ts directly implements an independently audited source responsibility for CAP-012 (isolated_web_browser_video).
MAP-0321	CEN-0169	mapped	CAP-096	adapted	manual_source_audit	src/main/browser-guest-registry.ts directly implements audited consent, ownership, isolated Browser control or visible revocation for CAP-096 (reviewed_agent_browser_control).
MAP-0322	CEN-0170	mapped	CAP-043	adapted	ledger_evidence	src/main/canvas-control-core.ts is the frozen ledger evidence anchor for CAP-043 (delegated_agent_operations); normalized mappings record other responsibilities separately.
MAP-0323	CEN-0170	mapped	CAP-109	adapted	manual_source_audit	src/main/canvas-control-core.ts directly evidences the --after control input that creates dependency edges and persisted held launches for CAP-109 (dependency_gated_agent_flows).
MAP-0324	CEN-0171	supporting	CAP-043	adapted	supporting_module_audit	src/main/canvas-control.ts is an audited supporting source module for CAP-043 (delegated_agent_operations) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0325	CEN-0172	supporting	CAP-032	adapted	supporting_module_audit	src/main/claude-accounts.ts is an audited supporting source module for CAP-032 (multiple_managed_profiles) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0326	CEN-0173	supporting	CAP-031	adapted	supporting_module_audit	src/main/claude-usage.ts is an audited supporting source module for CAP-031 (account_quota_connectors) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0327	CEN-0173	supporting	CAP-076	adopted	supporting_module_audit	src/main/claude-usage.ts is an audited supporting source module for CAP-076 (scoped_usage_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0328	CEN-0174	mapped	CAP-092	adapted	manual_source_audit	src/main/clipboard-files.ts directly implements audited gesture-bound terminal clipboard handling or OSC 52 denial for CAP-092 (reviewed_terminal_clipboard).
MAP-0329	CEN-0175	supporting	CAP-066	adapted	supporting_module_audit	src/main/github-control.ts is an audited supporting source module for CAP-066 (repository_host_auth) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0330	CEN-0175	supporting	CAP-068	adopted	supporting_module_audit	src/main/github-control.ts is an audited supporting source module for CAP-068 (external_issue_board_sync) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0331	CEN-0176	supporting	CAP-039	adopted	supporting_module_audit	src/main/handoff/budget.ts is an audited supporting source module for CAP-039 (portable_context_handoff) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0332	CEN-0177	supporting	CAP-039	adopted	supporting_module_audit	src/main/handoff/format.ts is an audited supporting source module for CAP-039 (portable_context_handoff) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0333	CEN-0178	mapped	CAP-039	adopted	ledger_evidence	src/main/handoff/index.ts is the frozen ledger evidence anchor for CAP-039 (portable_context_handoff); normalized mappings record other responsibilities separately.
MAP-0334	CEN-0179	supporting	CAP-039	adopted	supporting_module_audit	src/main/handoff/render-claude.ts is an audited supporting source module for CAP-039 (portable_context_handoff) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0335	CEN-0180	supporting	CAP-039	adopted	supporting_module_audit	src/main/handoff/render-codex.ts is an audited supporting source module for CAP-039 (portable_context_handoff) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0336	CEN-0181	supporting	CAP-039	adopted	supporting_module_audit	src/main/handoff/render-gemini.ts is an audited supporting source module for CAP-039 (portable_context_handoff) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0337	CEN-0182	supporting	CAP-001	adapted	supporting_module_audit	src/main/index.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0338	CEN-0182	mapped	CAP-098	rejected	manual_source_audit	src/main/index.ts directly implements the independently audited product telemetry, install-count, stable identifier, startup or settings path for CAP-098 (anonymous_product_telemetry).
MAP-0339	CEN-0183	supporting	CAP-015	adopted	supporting_module_audit	src/main/keydown-intercept.ts is an audited supporting source module for CAP-015 (keyboard_shortcuts) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0340	CEN-0183	supporting	CAP-111	adapted	supporting_module_audit	src/main/keydown-intercept.ts supports the keyboard close-node route for CAP-111 (nonblocking_session_end_delete) with no independent capability beyond its primary evidence and closed registry surfaces.
MAP-0341	CEN-0184	supporting	CAP-001	adapted	supporting_module_audit	src/main/main-window.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0342	CEN-0184	supporting	CAP-004	adopted	supporting_module_audit	src/main/main-window.ts preserves window recreation, bounded renderer-crash reload and macOS close-to-hide runtime continuity for CAP-004 (restart_recovery) and adds no independent capability beyond that lifecycle contract.
MAP-0343	CEN-0185	supporting	CAP-013	adapted	supporting_module_audit	src/main/media-protocol.ts is an audited supporting source module for CAP-013 (bounded_media_import) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0344	CEN-0186	mapped	CAP-049	adapted	ledger_evidence	src/main/notch-hud-model.ts is the frozen ledger evidence anchor for CAP-049 (compact_attention_hud); normalized mappings record other responsibilities separately.
MAP-0345	CEN-0187	supporting	CAP-049	adapted	supporting_module_audit	src/main/notch-hud.ts is an audited supporting source module for CAP-049 (compact_attention_hud) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0346	CEN-0188	mapped	CAP-048	adopted	ledger_evidence	src/main/notifications.ts is the frozen ledger evidence anchor for CAP-048 (desktop_notifications); normalized mappings record other responsibilities separately.
MAP-0347	CEN-0189	supporting	CAP-060	adapted	supporting_module_audit	src/main/pairing-core.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0348	CEN-0190	mapped	CAP-060	adapted	ledger_evidence	src/main/pairing-service.ts is the frozen ledger evidence anchor for CAP-060 (encrypted_pairing_revocation); normalized mappings record other responsibilities separately.
MAP-0349	CEN-0191	supporting	CAP-060	adapted	supporting_module_audit	src/main/peer-registry.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0350	CEN-0192	supporting	CAP-001	adapted	supporting_module_audit	src/main/platform-electron.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0351	CEN-0193	mapped	CAP-105	adapted	manual_source_audit	src/main/ptmx-limit.ts directly implements target PTY-limit reading and privileged remediation for CAP-105 (pty_capacity_pressure_and_remediation).
MAP-0352	CEN-0194	supporting	CAP-038	adopted	supporting_module_audit	src/main/remote-context-tail.ts is an audited supporting source module for CAP-038 (scoped_context_links) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0353	CEN-0195	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/agent-resync.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0354	CEN-0195	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/agent-resync.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0355	CEN-0196	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/remote-file.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0356	CEN-0196	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/remote-file.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0357	CEN-0197	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/remote-hooks.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0358	CEN-0197	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/remote-hooks.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0359	CEN-0198	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/remote-status-push.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0360	CEN-0198	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/remote-status-push.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0361	CEN-0199	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/ssh-agent.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0362	CEN-0199	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/ssh-agent.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0363	CEN-0200	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/ssh-askpass.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0364	CEN-0200	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/ssh-askpass.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0365	CEN-0201	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-ssh/ssh-project.ts is an audited supporting source module for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0366	CEN-0201	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-ssh/ssh-project.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0367	CEN-0202	supporting	CAP-028	adapted	supporting_module_audit	src/main/remote-subagent-tail.ts is an audited supporting source module for CAP-028 (recursive_subagent_topology) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0368	CEN-0202	supporting	CAP-029	adapted	supporting_module_audit	src/main/remote-subagent-tail.ts is an audited supporting source module for CAP-029 (subagent_live_activity) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0369	CEN-0203	mapped	CAP-059	adopted	ledger_evidence	src/main/remote-workspace-io.ts is the frozen ledger evidence anchor for CAP-059 (ssh_runtime_file_repository); normalized mappings record other responsibilities separately.
MAP-0370	CEN-0203	mapped	CAP-102	adapted	manual_source_audit	src/main/remote-workspace-io.ts directly implements revisioned peer snapshot, mutation, echo suppression or external workspace reconciliation for CAP-102 (external_workspace_change_reconciliation).
MAP-0371	CEN-0204	supporting	CAP-059	adopted	supporting_module_audit	src/main/remote-workspace-poll.ts supports target-fenced remote workspace polling for CAP-059 (ssh_runtime_file_repository) and adds no independent capability beyond its mapped CAP-102 external-change reconciliation responsibility.
MAP-0372	CEN-0204	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote-workspace-poll.ts supports target-fenced remote workspace polling for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its mapped CAP-102 external-change reconciliation responsibility.
MAP-0373	CEN-0204	mapped	CAP-102	adapted	manual_source_audit	src/main/remote-workspace-poll.ts directly implements generation-fenced remote workspace change polling and deduplication for CAP-102 (external_workspace_change_reconciliation).
MAP-0374	CEN-0205	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/approved-devices-core.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0375	CEN-0205	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/approved-devices-core.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0376	CEN-0205	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/approved-devices-core.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0377	CEN-0206	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/approved-devices.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0378	CEN-0206	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/approved-devices.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0379	CEN-0206	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/approved-devices.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0380	CEN-0207	supporting	CAP-001	adapted	supporting_module_audit	src/main/remote/canvas-sync.ts is an audited supporting source module for CAP-001 (canonical_operator_map) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0381	CEN-0207	supporting	CAP-017	adopted	supporting_module_audit	src/main/remote/canvas-sync.ts is an audited supporting source module for CAP-017 (persisted_workspace_layout) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0382	CEN-0207	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/canvas-sync.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0383	CEN-0207	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/canvas-sync.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0384	CEN-0207	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/canvas-sync.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0385	CEN-0207	mapped	CAP-102	adapted	manual_source_audit	src/main/remote/canvas-sync.ts directly implements revisioned peer snapshot, mutation, echo suppression or external workspace reconciliation for CAP-102 (external_workspace_change_reconciliation).
MAP-0386	CEN-0208	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/e2ee.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0387	CEN-0208	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/e2ee.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0388	CEN-0208	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/e2ee.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0389	CEN-0209	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/framing.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0390	CEN-0209	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/framing.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0391	CEN-0209	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/framing.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0392	CEN-0210	supporting	CAP-060	adapted	supporting_module_audit	src/main/remote/host-canvas-hub.ts is an audited supporting source module for CAP-060 (encrypted_pairing_revocation) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0393	CEN-0210	supporting	CAP-062	adopted	supporting_module_audit	src/main/remote/host-canvas-hub.ts is an audited supporting source module for CAP-062 (remote_create_view_type) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0394	CEN-0210	supporting	CAP-063	adapted	supporting_module_audit	src/main/remote/host-canvas-hub.ts is an audited supporting source module for CAP-063 (local_only_sensitive_remote_boundary) and adds no independent capability beyond its primary evidence or closed registry surfaces.
MAP-0395	CEN-0210	mapped	CAP-102	adapted	manual_source_audit	src/main/remote/host-canvas-hub.ts directly implements revisioned peer snapshot, mutation, echo suppression or external workspace reconciliation for CAP-102 (external_workspace_change_reconciliation).
MAP-0396	CEN-0211	mapped	CAP-060	adapted	manual_source_audit	src/main/remote/host-identity.ts directly implements paired remote host/peer identity and local-only authority boundaries for CAP-060 (encrypted_pairing_revocation), not provider AccountProfile identity.
MAP-0397	CEN-0211	mapped	CAP-063	adapted	manual_source_audit	src/main/remote/host-identity.ts directly implements paired remote host/peer identity and local-only authority boundaries for CAP-063 (local_only_sensitive_remote_boundary), not provider AccountProfile identity.
