schema_version	name	declaration_class	lifetime	stream_owner	owner_key
vNext	StateStreamSubscription	state_family	ephemeral	ephemeral	ConnectionGeneration+StateStreamKey
vNext	StatusEvent	state_family	durable	TaggedOwner	StateStreamKey
vNext	StepAttempt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	Surface	state_family	durable	Installation	Installation(daemon_generation)
vNext	SurfaceConnectionBinding	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId
vNext	SurfaceHistoryIndex	state_family	durable	Installation	Installation(daemon_generation)
vNext	SurfaceOwnerHighWater	state_family	durable	Installation	Installation(daemon_generation)
vNext	SurfaceRegistry	state_family	durable	Installation	Installation(daemon_generation)
vNext	TargetConnectivityState	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	TargetIndependentPolicy	state_family	durable	Installation	Installation(daemon_generation)
vNext	TargetRuntimeRecoveryEntry	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	TargetRuntimeRecoveryInventory	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	TargetTrustState	state_family	durable	ExecutionTarget	ExecutionTarget(daemon_generation,ExecutionTargetId,target_generation)
vNext	Team	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	TeamMembershipEdge	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	TeamRevision	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	Template	state_family	durable	Installation	Installation(daemon_generation)
vNext	TemplateSettingsRecord	state_family	durable	Installation	Installation(daemon_generation)
vNext	TemporaryPane	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+PaneId
vNext	TemporarySettingsRecord	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId
vNext	TerminalBackgroundWriteChannel	state_family	ephemeral	ephemeral	DaemonGeneration+ExecutionTargetId+TargetGeneration+RuntimeBackendId+DurableSessionHandle+HandleGeneration+ChannelGeneration
vNext	TerminalByteRing	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	TerminalClipboardGesture	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+GestureGeneration
vNext	TerminalHistoryMetadata	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	TerminalImageChunkAssembly	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+ImageSequenceGeneration
vNext	TerminalImageClientCache	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	TerminalImageDecodeWorkingSet	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+ImageSequenceGeneration
vNext	TerminalImageFetch	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+ImageId+FetchGeneration
vNext	TerminalImageScanBuffer	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+ImageSequenceGeneration
vNext	TerminalImageStore	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	TerminalOffscreenClientDetach	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+OffscreenGeneration
vNext	TerminalOutputQueue	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+OutputQueueGeneration
vNext	TerminalPumpBatch	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration+BatchGeneration
vNext	TerminalRuntimeState	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration
vNext	TerminalScreen	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SessionId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	TerminalScreenProjectionBaseline	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+SessionId+PaneId+PaneAttachmentId+AttachmentGeneration+BaselineGeneration+AttemptOwner+RuntimeAttemptId+AttemptGeneration+PtyGeneration+BufferGeneration
vNext	TerminalShadowObserver	state_family	ephemeral	ephemeral	DaemonGeneration+ExecutionTargetId+TargetGeneration+RuntimeBackendId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+DurableSessionHandle+HandleGeneration+ShadowGeneration
vNext	TerminalWakeInputBuffer	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+SessionId+PaneId+AttemptOwner+RuntimeAttemptId+AttemptGeneration+InputLeaseId+InputLeaseGeneration+WakeGeneration
vNext	TerminalWarmViewPark	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+SessionId+PaneId+ViewTarget+WarmParkGeneration
vNext	TextSearchResultPage	request_value	request_value	request	none
vNext	TextSearchSession	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+TextSearchSessionId
vNext	TopologyObservationQueue	state_family	ephemeral	ephemeral	DaemonGeneration+WorkspaceId+SourceId+ObservationEpoch
vNext	TransferTicket	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	TreeSurfaceState	state_family	durable	Installation	Installation(daemon_generation)
vNext	UpdateIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	VoiceHypothesis	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+WorkerGeneration+CaptureGeneration
vNext	VoicePcmBuffer	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+DeviceId+CaptureGeneration
vNext	VoiceTranscriptDraft	state_family	ephemeral	ephemeral	LocalClientInstanceId+SurfaceId+VoiceDraftId
vNext	WebPreviewBody	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+WebPreviewLoadStateId
vNext	WebPreviewFetchCorrelation	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+WebPreviewLoadIntentId
vNext	WebPreviewLoadIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WebPreviewLoadState	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+WebPreviewLoadStateId
vNext	WebPreviewRenderer	state_family	ephemeral	ephemeral	ConnectionGeneration+SurfaceId+WebPreviewLoadStateId+RendererGeneration
vNext	WorkItemActivity	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemActivityPage	request_value	request_value	request	none
vNext	WorkItemBinding	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemConflict	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemCreateIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemKeyRegistry	state_family	durable	Installation	Installation(daemon_generation)
vNext	WorkItemKeyRegistryEntry	state_family	durable	Installation	Installation(daemon_generation)
vNext	WorkItemMutationIntent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemMutationReceipt	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemPage	request_value	request_value	request	none
vNext	WorkItemProjection	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkItemSource	state_family	durable	Installation	Installation(daemon_generation)
vNext	WorkItemSourceQueryBuffer	state_family	ephemeral	ephemeral	ConnectionGeneration+RequestId+WorkItemSourceId+SourceGeneration+QueryGeneration
vNext	WorkItemSyncRun	state_family	durable	Installation	Installation(daemon_generation)
vNext	Workspace	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceEvent	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceOnboardingIntent	state_family	durable	Installation	Installation(daemon_generation)
vNext	WorkspaceOnboardingReceipt	state_family	durable	Installation	Installation(daemon_generation)
vNext	WorkspaceSemanticRecoveryEntry	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceSemanticRecoveryInventory	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceSemanticReservation	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceSettingsRecord	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceTargetBinding	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
vNext	WorkspaceWriteLease	state_family	durable	Workspace	Workspace(daemon_generation,WorkspaceId)
